EndDate,DemGen,quota_age,Residency,GenSocTrust,Trustingroups_1,Trustingroups_2,Trustingroups_3,Trustingroups_4,Trustingroups_5,Trustingroups_6,Trustingroups_7,Trustingroups_8,Trustingroups_9,Trustingroups_10,Trustingroups_11,Trustingroups_12,Trustingroups_13,COVIDexp,COVIDeffect_1,COVIDeffect_2,COVIDeffect_3,COVIDeffect_4,SARS,CultCog_1,CultCog_2,CultCog_3,CultCog_4,CultCog_5,CultCog_6,prosocial,CanadaQ_1,CanadaQ_2,CanadaQ_3,FinitePool_1,FinitePool_2,FinitePool_3,FinitePool_4,FinitePool_5,FinitePool_6,FinitePool_7,FinitePool_8,Longitude_1,Longitude_2,Longitude_3,Personal_1,Personal_2,Personal_3,Personal_4,Personal_5,Personal_6,Personal_7,Personal_8,Friends_1,Friends_2,Friends_3,Friends_4,Friends_5,Friends_6,Friends_7,Friends_8,MediaExp_1,MediaExp_2,MediaExp_3,MediaExp_4,MediaExp_5,MediaExp_6,MediaExp_7,PosterstrustQ1,SocialmediatrustQ1,journalisttrustQ1,govtrustQ1,workplacetrustQ1,FriendstrustQ1,WHOtrustQ1,Soughtinfo,prep,Govresponse_1,Govresponse_2,Govresponse_3,Govresponse_4,Govresponse_5,Govresponse_6,Govresponse_7,Govresponse_8,Govresponse_9,Govrestrict_1,Govrestrict_2,Govrestrict_3,Sciunderstand,KnowledgeCert_1,KnowledgeCert_2,Vaccine_1,Vaccine_2,Num1,Num2a,Num2b,Num3,NumeracyQ1,DemAge,DemEdu,DemHealthcare,Ethnic min,Politics
2020-03-22T12:52:27Z,1,3,IT,1,5,4,3,3,1,1,4,4,3,4,3,3,4,8,3,3,6,1,2,4,4,3,4,4,5,4,5,1,4,5,5,4,4,6,4,4,6,7,6,1,3,4,5,5,5,4,6,5,5,3,1,3,4,3,2,1,2,2,1,1,2,1,1,,,5,5,,5,5,1,"1,2,4,5,7,8,9,11",5,5,5,5,5,5,5,5,6,1,1,1,4,3,5,1,1,70,25,,,1,40,3,2,2,4
2020-03-22T12:53:00Z,1,2,IT,2,4,1,3,3,1,3,5,4,2,4,5,4,3,8,6,7,7,1,2,2,5,1,1,2,6,6,5,4,1,7,7,4,4,7,4,7,4,7,7,7,5,6,4,6,4,4,4,5,4,7,4,5,5,4,4,7,1,1,1,1,2,1,1,6,4,4,7,,2,7,2,"1,2,3,4,5,6,7,8,9,10",6,6,6,6,6,5,7,6,6,2,2,6,3,3,3,1,1,20,5,,,2,28,4,2,2,4
2020-03-22T12:54:05Z,1,3,IT,3,4,4,2,2,3,4,3,3,4,3,2,4,2,3,5,4,3,4,2,4,6,4,5,5,4,5,4,3,2,4,6,4,5,6,4,5,5,4,4,4,4,4,4,5,5,5,6,4,6,5,4,5,4,4,4,3,1,2,1,1,1,2,2,5,,4,5,5,,,1,"1,3,4,6",5,6,4,5,3,3,5,5,5,5,4,4,4,4,1,1,2,2,33,,,1,35,4,2,2,1
2020-03-22T12:59:09Z,1,3,IT,4,5,3,5,2,1,1,5,5,2,3,3,5,5,8,7,7,7,7,2,1,6,1,1,3,6,7,5,1,4,4,6,4,2,6,4,5,4,5,5,2,4,5,4,4,4,4,5,1,1,4,1,1,1,1,1,1,2,2,1,,2,1,2,,,7,,,7,,2,"1,4,8,9",7,7,7,7,7,7,7,7,7,1,1,1,1,5,2,2,1,10,3,,,1,44,1,2,2,4
2020-03-22T12:59:40Z,1,3,IT,5,4,4,3,4,3,3,5,4,2,3,4,4,3,9,5,4,5,4,1,4,3,4,4,5,4,6,3,4,3,5,4,5,4,5,3,4,4,6,5,3,3,6,4,4,4,5,5,6,4,5,5,5,5,4,5,4,1,2,1,2,1,1,2,6,,4,,4,4,,1,"1,5,6,7,8,10",4,3,4,2,4,3,4,4,5,5,4,6,5,5,4,2,2,10,50,,,1,40,4,2,4,4
2020-03-22T13:00:46Z,2,2,IT,4,4,4,3,3,4,3,3,4,3,5,3,2,4,8,5,4,2,2,2,2,5,4,4,4,5,5,4,2,2,3,3,4,2,7,5,3,5,5,4,5,4,4,4,3,1,2,5,5,6,4,3,4,3,5,5,4,1,2,2,2,2,2,2,5,,,,,,,2,"1,3,4,7",5,3,2,2,2,4,3,2,1,3,4,3,5,3,2,2,2,2,33,,,1,33,4,2,2,6
2020-03-22T13:00:48Z,1,4,IT,2,5,3,2,3,2,1,4,5,2,3,3,4,3,9,1,1,5,1,2,1,6,1,1,6,6,7,5,2,2,5,6,3,6,7,5,4,5,5,4,2,4,4,3,4,6,7,6,5,4,6,4,4,5,4,4,4,1,1,1,1,1,2,1,5,3,4,5,5,,6,1,"1,2,4,6,7,8,9,10,11",2,3,5,6,5,3,7,3,5,1,3,4,1,6,6,1,1,15,25,,,1,49,5,2,2,5
2020-03-22T13:01:41Z,2,2,IT,4,5,2,3,4,2,3,5,4,3,2,4,4,4,8,1,3,3,6,2,1,6,1,1,6,6,7,4,3,1,5,5,2,3,5,2,3,3,4,2,1,2,2,5,4,5,4,2,5,2,2,2,2,2,3,2,6,1,2,1,1,1,1,1,6,,4,7,7,6,7,1,"1,4,5,6,8,9,10,11",7,6,7,4,7,7,7,6,7,8,8,8,3,3,4,1,1,10,30,,,1,34,9,2,1,3
2020-03-22T13:01:50Z,1,6,IT,6,5,4,4,3,4,3,4,4,3,4,5,4,4,8,2,4,2,2,2,1,5,1,1,5,4,6,5,2,3,5,6,5,4,6,6,5,5,4,3,2,3,2,2,3,2,2,2,3,3,2,2,3,3,2,2,3,1,1,1,1,2,1,1,6,5,6,6,,6,6,1,"1,4,5,6,8,9",5,6,6,7,6,6,5,6,6,4,4,4,5,2,2,1,1,10,30,,,1,70,5,2,2,3
2020-03-22T13:01:51Z,1,4,IT,4,3,4,2,4,3,2,3,2,3,3,3,2,4,9,3,5,4,4,2,4,4,5,5,4,5,5,2,1,2,3,4,6,4,6,5,5,4,5,4,5,5,6,6,3,4,4,4,5,4,3,3,4,5,5,6,4,1,2,1,2,2,1,1,4,,5,,,4,4,1,"1,2,3,5,7,8,9",3,4,5,4,5,3,5,4,4,4,5,6,4,4,5,1,2,20,10,,,1,47,5,2,2,3
2020-03-22T13:02:18Z,1,4,IT,4,5,3,4,3,3,3,5,3,3,2,3,3,3,8,4,4,4,4,2,3,5,1,2,5,5,6,5,1,3,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,2,3,2,2,3,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,2,"1,2,3,4,5,6,7,8,9,10",4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,5,10,,,2,45,3,2,2,4
2020-03-22T13:02:29Z,2,4,IT,4,5,2,2,1,1,1,5,4,1,2,1,3,1,8,1,6,1,1,2,1,4,5,1,4,4,1,5,1,1,6,7,6,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,1,"1,2,3,4,5,7,8",1,1,6,6,5,5,5,5,5,4,5,4,5,4,4,1,1,80,3,,,1,53,3,2,2,7
2020-03-22T13:03:20Z,2,4,IT,5,5,2,2,1,1,1,4,4,1,2,1,5,1,8,6,7,5,7,2,1,6,1,1,6,6,7,5,5,5,5,7,1,5,7,5,5,5,7,7,6,2,6,1,2,1,3,1,7,3,7,2,4,3,5,5,7,2,2,1,1,1,1,1,,,1,1,1,7,1,1,"1,2,3,6,7,8,9,10,11",1,1,4,4,4,1,1,1,1,1,1,1,1,6,6,1,1,80,10,,,1,49,3,2,2,5
2020-03-22T13:03:27Z,2,4,IT,2,5,4,3,1,1,1,5,5,2,3,2,5,3,8,4,3,6,1,2,1,6,1,1,6,6,7,5,3,3,7,7,1,7,5,4,6,5,5,4,1,1,1,1,1,1,2,1,3,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,,,5,,4,5,,1,"1,2,3,4,6,7,9,10",6,4,7,5,5,6,6,5,5,1,3,6,,5,5,1,1,20,33,,,1,53,3,2,2,7
2020-03-22T13:03:49Z,1,6,IT,4,5,5,5,4,3,4,5,5,3,2,4,5,4,8,5,2,6,1,2,2,6,1,1,5,5,7,5,1,1,7,7,1,1,7,5,6,7,7,7,5,4,6,5,5,6,6,4,2,6,6,6,6,6,6,4,3,1,2,1,1,2,1,1,6,,2,7,,6,7,2,"1,4,5,6,8,9",6,6,7,7,7,7,7,7,7,1,1,1,6,2,4,1,1,15,50,,,1,66,5,2,2,5
2020-03-22T13:04:21Z,2,3,IT,3,4,3,3,3,1,3,3,3,2,2,3,2,2,8,2,4,6,1,2,3,5,1,1,5,2,7,5,3,2,6,7,5,2,7,3,5,4,7,4,2,3,7,4,7,4,4,3,6,3,7,3,6,4,4,2,4,1,1,1,1,2,2,2,6,3,4,5,,,,1,"1,2,3,4,5,8,10",4,3,3,4,4,2,3,4,4,3,4,4,3,3,3,1,1,10,50,,,1,40,5,2,2,3
2020-03-22T13:06:01Z,2,5,IT,2,4,4,3,3,1,1,5,5,1,3,1,4,3,9,3,6,5,1,2,5,4,3,6,3,5,6,5,3,3,7,7,7,7,7,7,6,7,7,7,5,4,5,5,4,5,4,5,4,4,4,4,4,4,4,5,4,2,1,1,1,2,1,2,,2,4,2,,2,,2,"1,3,4,5,6,8,9,11",2,1,2,3,3,2,6,5,4,1,3,1,5,3,4,1,1,55,30,,,2,60,3,2,2,6
2020-03-22T13:07:19Z,2,3,IT,3,5,3,4,4,2,4,4,4,1,2,2,4,4,9,5,4,3,1,2,3,5,3,6,1,1,5,4,3,2,5,3,4,4,7,3,6,7,3,3,2,4,5,7,6,7,6,4,5,6,4,5,7,6,5,4,6,1,1,2,1,2,1,1,5,4,,6,,5,6,2,"1,4,5,6,7,8,9,10,11",6,3,6,5,7,6,7,5,5,1,1,1,4,3,3,1,1,0.2,25,,,1,38,5,2,2,4
2020-03-22T13:07:32Z,2,4,IT,4,5,4,5,4,3,2,5,5,3,5,5,5,5,8,5,6,1,1,2,2,6,1,1,6,6,7,5,1,1,7,7,3,3,7,7,7,7,7,3,1,7,7,2,7,7,4,3,7,7,6,3,7,4,4,3,7,2,1,1,1,1,1,1,,6,7,7,6,7,7,1,"1,3,4,6,7,8",7,5,7,5,6,7,6,7,6,2,2,2,1,7,7,1,1,30,10,,,1,54,5,2,2,3
2020-03-22T13:07:43Z,2,4,IT,3,4,3,4,2,2,3,4,4,3,2,3,4,3,8,4,4,4,4,2,3,5,4,5,5,5,5,4,4,4,5,5,5,5,5,3,5,3,5,5,5,6,6,6,5,5,5,4,6,5,5,6,6,6,5,6,6,1,2,1,1,1,2,1,5,,5,5,4,,5,2,"1,3,5,7",5,5,6,6,5,5,5,5,5,5,6,5,5,3,3,1,1,25,,4,34,1,47,3,2,2,4
2020-03-22T13:08:08Z,1,5,IT,5,4,4,5,4,3,3,5,4,3,3,5,5,5,2,2,4,1,4,2,1,6,1,1,6,6,7,5,4,2,7,7,3,4,6,3,6,6,7,7,3,2,2,1,2,2,1,1,3,2,5,1,2,2,3,2,6,1,1,1,1,1,1,1,7,3,3,7,7,5,6,1,"1,2,4,5,6,7,8,9,10",6,6,7,6,4,5,7,7,6,1,2,3,5,3,7,1,1,100,25,,,1,64,5,2,2,3
2020-03-22T13:09:56Z,1,5,IT,4,5,3,3,3,3,2,4,3,2,3,3,3,3,8,2,2,1,1,2,2,5,1,2,5,5,7,5,3,4,4,6,4,4,4,4,4,4,6,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,1,1,,,6,6,,6,6,2,"1,2,3,4,5,6,7,8,9,10,11",5,4,6,5,5,5,5,5,5,2,2,4,4,4,4,1,1,20,25,,,1,58,3,2,2,4
2020-03-22T13:10:47Z,1,3,IT,5,4,3,3,3,2,3,4,4,3,3,3,3,3,8,3,6,2,1,2,2,4,2,1,2,3,3,4,1,3,3,4,1,3,5,3,3,3,2,1,1,3,3,3,2,3,2,3,4,3,3,2,2,3,3,3,3,1,1,1,1,2,2,1,7,4,5,6,,,7,2,"3,4,6,8,10",7,4,5,4,5,7,7,7,7,5,5,5,5,3,1,1,1,20,30,,,1,40,5,2,2,3
2020-03-22T13:10:48Z,1,2,IT,3,4,1,2,2,2,2,3,3,2,2,2,4,3,8,1,3,2,1,2,1,5,1,1,6,6,7,5,3,1,7,7,4,4,7,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,1,1,1,1,1,1,1,6,2,3,6,6,4,6,1,"1,3,4,5,6,7,8,9,10,11",6,5,6,5,6,5,7,7,7,1,4,4,5,5,5,1,1,1.6,30,,,1,31,4,2,2,3
2020-03-22T13:11:16Z,2,4,IT,2,5,2,5,2,1,2,5,3,3,2,2,4,2,8,4,6,1,1,2,4,6,2,5,5,5,3,5,1,1,4,7,5,6,5,4,4,5,6,4,1,4,3,2,5,4,1,1,2,3,3,4,5,2,1,4,1,1,1,1,1,1,1,1,7,3,3,7,6,7,7,1,"1,2,3,4,6,7,8",6,6,7,5,6,5,6,6,6,2,5,4,5,5,5,2,2,20,25,,,1,51,5,2,2,6
2020-03-22T13:14:00Z,1,3,IT,1,3,1,2,3,1,3,4,4,3,2,1,5,3,4,7,6,3,7,2,2,6,3,1,6,6,7,4,4,5,6,6,7,5,5,3,1,7,6,6,2,5,5,1,4,5,1,1,7,5,5,1,1,5,1,1,7,1,2,2,1,2,2,1,5,,,5,,,6,1,"1,2,3,4,5,6,7,8,9,10,11",2,2,7,6,6,2,4,3,3,1,1,3,4,5,3,1,1,10,30,,,1,39,5,2,2,5
2020-03-22T13:14:19Z,1,4,IT,3,5,3,5,4,2,2,5,4,3,4,3,5,4,8,7,7,3,2,2,1,6,1,1,6,6,5,5,1,3,6,7,6,6,7,6,6,6,5,6,5,4,5,5,5,5,5,5,2,4,4,4,4,5,4,4,4,2,2,2,2,2,2,2,,,,,,,,1,2,4,5,6,5,5,5,4,5,4,5,5,3,,4,2,,,30,25,,,2,53,4,2,1,4
2020-03-22T13:14:36Z,1,2,IT,4,4,3,4,4,2,3,4,4,3,3,4,4,3,8,3,4,3,1,2,2,5,1,1,5,5,5,5,3,2,5,6,2,3,5,2,2,2,5,2,1,2,4,2,2,2,2,2,3,2,4,2,3,2,2,2,3,2,1,1,1,1,1,2,,5,4,6,6,4,,2,"4,6,8,10",6,5,6,5,6,5,6,6,6,4,6,5,5,3,6,1,1,10,37,,,1,31,4,2,2,4
2020-03-22T13:14:45Z,1,3,IT,6,5,3,4,4,3,3,5,4,3,4,3,5,3,9,6,5,2,2,2,2,5,1,2,4,5,6,4,3,2,5,6,4,4,6,4,4,3,5,4,3,4,6,3,6,5,4,3,5,3,6,4,6,5,4,4,5,1,1,1,1,1,1,1,6,4,5,6,5,6,6,1,"1,2,4,5,6,8,9,10,11",6,6,6,6,6,5,6,6,6,3,4,4,5,3,3,1,1,10,25,,,1,43,9,2,2,2
2020-03-22T13:15:16Z,1,4,IT,3,4,3,4,3,1,2,4,4,2,4,2,4,2,8,5,5,6,1,2,5,6,1,3,5,5,7,5,3,1,5,7,5,6,5,5,2,5,6,5,4,2,6,3,4,3,1,1,4,2,6,4,2,5,2,2,5,2,2,1,1,1,1,1,,,5,5,7,5,6,2,"1,2,3,4,7",6,3,5,4,5,5,5,5,5,3,3,3,5,3,3,1,1,10,30,,,1,45,3,2,2,5
2020-03-22T13:15:43Z,2,4,IT,5,4,4,4,4,4,4,2,4,4,4,4,4,4,8,2,5,2,1,2,2,5,1,2,5,5,6,4,2,2,5,4,3,4,5,3,4,4,5,5,4,4,4,3,5,4,4,4,3,3,4,3,4,3,3,3,3,1,2,1,1,1,1,1,6,,5,5,5,5,5,2,"1,2,4,5,6,8,9,10",6,6,6,7,5,6,7,6,6,5,4,4,2,3,3,2,1,20,30,,,1,45,3,2,2,5
2020-03-22T13:15:50Z,1,3,IT,1,3,1,2,1,1,1,3,2,2,1,1,3,2,2,7,7,5,7,2,1,6,1,1,5,6,7,5,4,1,5,7,1,4,7,4,3,5,6,2,1,6,7,4,7,5,2,3,7,6,7,4,7,5,4,4,7,1,1,1,1,1,1,1,4,3,2,6,4,3,5,2,"1,4,5,6,7,8,9,10,11",2,1,3,3,3,1,2,1,5,1,1,1,4,3,3,2,1,6,30,,,1,37,3,2,1,6
2020-03-22T13:15:54Z,2,5,IT,3,5,3,3,3,4,3,4,4,3,2,2,3,3,8,5,3,3,1,2,2,5,2,2,5,5,5,4,1,4,4,5,2,6,6,4,4,4,2,3,4,4,5,3,4,5,3,4,2,3,4,3,4,3,3,3,4,1,1,1,1,2,1,1,3,4,5,2,,3,5,1,"1,2,4,9,10",3,3,5,3,4,5,4,4,5,3,3,5,4,3,3,1,1,8,25,,,1,63,5,2,2,4
2020-03-22T13:16:04Z,2,3,IT,5,5,5,5,3,3,3,4,3,2,3,3,4,3,8,2,4,1,1,2,4,6,2,3,2,6,6,4,3,2,3,4,4,2,5,1,2,1,4,2,1,1,2,1,2,1,1,1,4,2,3,1,2,2,2,1,3,1,2,1,1,2,1,1,6,,3,5,,7,3,1,"1,2,3,4,5,6,9,10,11",6,4,4,5,3,6,4,6,4,5,7,4,2,3,3,1,1,20,30,,,1,39,3,2,2,2
2020-03-22T13:16:21Z,1,2,IT,3,3,3,3,3,2,3,4,4,3,3,4,4,4,8,3,5,5,2,2,3,5,1,1,3,4,5,5,3,1,2,7,4,4,5,2,3,4,5,3,2,4,4,4,5,2,2,3,5,4,5,3,5,4,4,3,4,1,1,1,1,1,1,1,6,4,4,5,6,4,6,1,"1,4,7,10",5,5,6,5,6,4,6,6,6,4,6,5,4,3,3,2,1,2,30,,,1,29,5,2,2,3
2020-03-22T13:16:54Z,1,3,IT,2,5,4,3,4,2,2,5,4,3,3,3,4,3,8,2,1,1,1,2,1,6,1,1,6,6,7,5,3,5,7,7,4,5,6,6,4,7,7,1,1,5,5,3,5,4,4,4,4,5,3,5,4,6,4,3,4,2,2,1,1,2,2,1,,,7,7,,,7,2,"1,2,3,4,8,9,10,11",5,5,7,5,7,5,5,6,7,1,1,3,4,4,3,1,1,20,25,,,1,41,3,2,2,4
2020-03-22T13:17:02Z,2,3,IT,5,5,4,3,1,2,1,4,4,3,4,3,4,4,8,5,4,1,2,2,1,5,1,1,5,6,6,5,2,1,4,7,3,5,6,3,5,4,6,4,2,4,6,5,5,5,2,4,4,4,6,4,4,3,3,4,4,1,1,1,1,1,1,1,5,5,6,7,4,5,7,1,"1,2,3,4,5,6,7,8,9,10,11",6,5,6,5,7,5,5,5,5,3,3,5,5,3,3,1,1,1,5,,,1,37,5,2,2,5
2020-03-22T13:17:47Z,1,3,IT,3,5,2,3,3,2,3,3,5,1,2,1,4,2,8,3,3,1,1,2,5,5,2,5,5,2,5,4,3,2,7,3,7,3,7,7,7,7,3,2,1,3,5,5,3,5,1,3,4,5,4,6,5,2,6,6,5,1,1,1,1,2,1,2,4,4,5,6,,3,,2,"1,2,3,4,5,7,8,9,10",2,2,5,2,3,3,5,5,4,4,4,3,7,2,3,2,2,50,25,,,1,36,3,2,2,3
2020-03-22T13:18:03Z,1,4,IT,4,4,4,3,4,4,4,4,5,2,2,4,4,2,3,7,4,3,7,2,1,6,1,1,6,6,6,5,3,5,4,6,4,1,7,1,4,2,6,2,1,3,7,6,5,6,4,1,4,2,7,1,2,5,4,1,4,1,1,2,1,1,1,1,7,3,,7,4,2,6,2,"1,2,3,4,10",4,6,3,6,6,2,6,7,4,1,4,4,2,6,7,2,1,20,10,,,1,49,4,2,2,2
2020-03-22T13:20:06Z,1,5,IT,6,5,4,4,4,3,4,5,5,4,3,5,4,5,8,4,2,1,1,2,1,6,1,1,6,6,6,4,1,3,5,4,4,3,7,3,6,7,5,5,4,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,6,,,6,4,6,6,1,"1,4",6,6,6,6,6,6,7,6,6,5,5,5,3,4,4,2,1,2,30,,,1,58,5,2,2,5
2020-03-22T13:20:35Z,2,4,IT,6,5,5,5,3,1,1,4,4,3,3,3,4,4,8,2,7,2,1,2,4,5,1,1,4,3,7,5,1,4,1,7,1,7,3,1,1,3,7,5,4,1,2,1,2,1,1,2,2,2,4,1,2,2,2,1,2,1,1,1,1,2,1,1,5,4,5,5,,5,5,1,"1,2,3,4,5,6,7,8,9,10",7,5,5,5,5,5,7,6,6,4,5,3,5,2,6,1,1,20,25,,,1,53,1,2,2,6
2020-03-22T13:20:37Z,2,5,IT,7,5,5,5,5,5,5,5,5,5,5,5,5,5,8,7,7,1,1,2,1,6,1,1,6,6,7,5,3,3,7,7,6,6,7,7,7,7,7,5,1,3,7,3,2,3,2,2,4,3,7,2,2,2,2,2,4,1,1,1,1,1,1,1,7,7,7,7,7,7,7,2,"1,2,3,4,5,6,7,8,9,10,11",7,7,7,7,7,7,7,7,7,4,4,4,6,5,5,1,1,20,25,,,1,62,3,2,2,3
2020-03-22T13:20:39Z,1,3,IT,3,5,3,3,5,1,3,4,3,1,1,1,4,2,8,4,4,4,1,2,4,3,1,1,3,4,6,5,1,2,7,7,5,5,6,7,7,7,5,1,1,4,3,5,5,5,1,1,3,5,4,6,5,4,1,1,3,1,1,1,1,1,1,1,4,4,3,3,4,5,5,1,"1,2,3,4,10,11",5,1,5,5,4,4,6,5,5,7,6,5,5,4,4,1,1,25,,20,,2,37,5,2,2,5
2020-03-22T13:20:45Z,1,4,IT,3,5,2,3,4,1,1,5,5,2,4,4,5,2,8,6,7,1,1,2,1,6,1,1,6,1,4,5,1,1,5,7,2,7,7,7,4,7,7,1,1,1,6,1,1,2,3,6,4,6,7,6,1,6,6,6,4,2,1,1,1,2,1,1,,3,6,7,,5,7,2,"1,2,3,4,5,6,7,8,9,10,11",7,7,7,7,7,7,7,7,7,1,1,1,2,7,6,1,1,75,5,,,3,49,1,2,2,4
2020-03-22T13:21:36Z,1,3,IT,4,4,3,3,3,1,3,5,5,3,3,4,4,4,8,5,5,5,1,2,2,6,1,1,1,6,7,4,3,4,4,7,4,3,7,4,2,7,7,4,1,4,6,1,1,5,5,4,5,5,5,1,3,5,5,3,6,1,1,1,1,2,1,2,6,6,6,7,,4,,2,"1,2,3,4,5,6,8,9,10",6,5,6,3,4,5,7,5,6,3,8,8,2,3,3,1,1,30,30,,,1,35,4,2,2,3
2020-03-22T13:22:03Z,1,3,IT,3,2,2,2,2,1,1,2,3,2,2,1,2,2,8,7,7,7,1,2,4,5,6,4,2,5,3,4,3,3,7,7,7,7,7,7,4,5,7,7,3,4,3,3,3,3,3,7,3,7,5,7,7,7,7,7,7,2,1,2,1,2,1,2,,7,,6,,4,,2,"1,2,3,4,5,6,7,8,9",1,1,3,6,3,1,1,1,1,1,1,1,3,4,3,1,1,50,5,,,1,41,1,2,2,6
2020-03-22T13:23:12Z,2,6,IT,5,5,4,4,3,3,3,5,4,3,4,3,4,4,8,1,1,1,1,2,1,5,1,1,6,6,7,5,2,5,2,7,4,4,6,3,3,5,7,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,6,,6,7,7,6,7,2,"1,2,4,5,6,7,8,9",6,5,7,7,7,5,7,5,6,4,5,5,5,3,3,1,1,30,30,,,1,70,3,2,2,5
2020-03-22T13:23:57Z,2,4,IT,4,5,4,5,3,2,1,4,5,3,3,2,5,3,8,2,3,1,1,2,4,5,3,4,3,5,6,5,2,2,3,7,3,7,4,3,2,6,7,7,4,5,2,1,2,1,1,5,3,4,3,1,1,1,1,5,4,2,2,1,1,2,2,1,,,5,4,,,5,1,"1,2,3,4,5,6,7,8,9,10,11",6,4,6,6,6,4,6,5,5,4,4,4,5,3,4,1,1,10,30,,,1,51,5,2,2,7
2020-03-22T13:25:32Z,1,3,IT,2,4,3,3,3,3,3,4,3,3,3,4,3,3,8,4,5,1,1,2,1,1,1,1,4,5,4,4,3,4,5,5,4,5,5,4,5,5,5,4,2,5,4,4,4,5,5,4,4,5,4,4,5,4,4,4,4,2,2,1,1,2,1,1,,,6,5,,4,5,2,"1,2,5,8",5,4,4,5,5,4,5,5,5,4,5,4,5,5,5,1,1,10,50,,,1,36,5,2,2,4
2020-03-22T13:25:38Z,2,3,IT,2,3,3,4,3,3,3,4,4,1,3,3,4,3,8,4,7,1,1,2,3,6,1,1,6,6,5,5,3,3,5,6,6,5,7,5,5,6,5,4,3,5,6,5,5,5,4,4,5,4,6,5,5,5,4,3,5,2,2,1,1,1,2,1,,,5,6,5,,6,1,"1,3,4,5,7,8,10,11",5,5,6,4,6,7,6,7,6,4,6,7,6,2,2,1,1,15,10,,,1,37,4,2,2,3
2020-03-22T13:25:39Z,1,4,IT,4,3,3,3,3,3,3,3,4,2,3,2,4,2,8,5,5,1,1,2,3,4,1,1,3,4,6,5,3,3,4,6,4,4,4,4,4,5,5,4,3,3,2,1,1,3,2,2,3,3,3,1,1,3,3,2,3,1,1,1,1,1,1,1,5,3,5,5,4,3,5,1,"1,2,3,4,5,6,7,8,9,10,11",4,3,5,3,5,5,4,4,4,3,3,4,5,4,4,1,1,20,25,,,1,46,2,2,2,4
2020-03-22T13:26:15Z,1,3,IT,5,3,3,3,3,3,3,3,3,2,3,2,4,4,8,5,5,5,3,2,5,4,4,4,4,4,5,4,3,3,6,6,5,6,6,5,5,6,6,4,2,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,4,6,4,6,1,"1,2,3,4,5,6,7,8,9,10,11",5,4,4,4,4,4,4,5,4,5,5,5,5,5,3,1,1,5,3,,,1,39,9,2,2,3
2020-03-22T13:26:26Z,2,3,IT,3,4,2,3,3,1,2,3,2,1,2,4,4,2,8,5,4,1,7,2,1,5,1,1,6,6,7,5,3,1,1,5,3,1,6,4,2,2,5,3,1,1,5,1,1,3,1,1,5,1,2,1,1,3,1,1,5,1,2,1,1,2,1,1,4,,3,5,,7,6,2,"1,3,4,8,10",6,2,5,5,6,3,7,5,7,1,2,8,4,5,7,1,1,0.1,33.3,,,1,39,5,2,2,3
